round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9204545454545454,0.43594035506248474,0.004206205999935264,20,82560,21200,20,20,0.034800630922836716,0.9994444444444445
2,0.9375,0.3427838087081909,0.007113010000011855,20,82560,21200,20,20,0.03596683698706329,0.9986507936507937
3,0.9375,0.3009192645549774,0.007517226000004484,20,82560,21200,20,20,0.04824519567191601,0.9972222222222222
4,0.9261363636363636,0.27566346526145935,0.007043642999974509,20,82560,21200,20,20,0.05293740713968873,0.9877551020408163
5,0.9431818181818182,0.24884600937366486,0.006986469000025863,20,82560,21200,20,20,0.028474263241514565,0.9972222222222222
6,0.9261363636363636,0.24475158751010895,0.007005003000017496,20,82560,21200,20,20,0.24589708279818295,0.9638888888888889
7,0.9318181818181818,0.2348000556230545,0.007535997000104544,20,82560,21200,20,20,0.16822607121430339,0.9722222222222222
8,0.9318181818181818,0.23334646224975586,0.0069258280000212835,20,82560,21200,20,20,0.17797208523843439,0.9666666666666667
9,0.9318181818181818,0.21736951172351837,0.007419230000095922,20,82560,21200,20,20,0.023415978462435306,1.0
10,0.9318181818181818,0.21049222350120544,0.007012059999965459,20,82560,21200,20,20,0.023378240363672375,1.0
11,0.9318181818181818,0.20916453003883362,0.006996105999974134,20,82560,21200,20,20,0.0234272173140198,1.0
12,0.9375,0.2029569298028946,0.006960117000062382,20,82560,21200,20,20,0.02018865628633648,1.0
13,0.9375,0.2014552503824234,0.0069451780000235885,20,82560,21200,20,20,0.16164086007047446,0.9666666666666667
14,0.9431818181818182,0.1975260227918625,0.006951994000019113,20,82560,21200,20,20,0.019918244960717858,1.0
15,0.9431818181818182,0.19466198980808258,0.0071106559998952434,20,82560,21200,20,20,0.02555058537982404,0.9972222222222222
16,0.9488636363636364,0.19056250154972076,0.003963151999982983,20,82560,21200,20,20,0.01899961526505649,1.0
17,0.9488636363636364,0.19057577848434448,0.003856902000052287,20,82560,21200,20,20,0.1328186001162976,0.9694444444444444
18,0.9488636363636364,0.1871451884508133,0.00376481800003603,20,82560,21200,20,20,0.018008755752816796,1.0
19,0.9431818181818182,0.1831561028957367,0.0038972219999777735,20,82560,21200,20,20,0.05941060653422028,0.9972222222222222
20,0.9431818181818182,0.18090082705020905,0.004091996999932235,20,82560,21200,20,20,0.10745642024558037,0.975
21,0.9431818181818182,0.18036960065364838,0.004128153999999995,20,82560,21200,20,20,0.017077113944105805,1.0
22,0.9431818181818182,0.18013812601566315,0.004135588999929496,20,82560,21200,20,20,0.016857605800032614,1.0
23,0.9431818181818182,0.17902743816375732,0.004059478000044692,20,82560,21200,20,20,0.020360673987306656,1.0
24,0.9431818181818182,0.18048129975795746,0.003936887000008937,20,82560,21200,20,20,0.016215636325068773,1.0
25,0.9431818181818182,0.17975129187107086,0.0040990689999489405,20,82560,21200,20,20,0.015849738311953843,1.0
