clients,final_accuracy_mean,final_accuracy_std,final_accuracy_ci_low,final_accuracy_ci_high,final_loss_mean,final_loss_std,final_loss_ci_low,final_loss_ci_high,best_accuracy_mean,rounds_to_90_best_mean,convergence_slope_last5,instability_events_mean,notes
2,0.9375,0.005681818181818232,0.9233844419981648,0.9516155580018352,0.2183772772550583,0.024681232977991255,0.15706074713931395,0.2796938073708026,0.9488636363636364,1.3333333333333333,-1.0019789120922664e-16,0.3333333333333333,Stable convergence under Dirichlet non-IID partitioning.
5,0.9375,0.005681818181818232,0.9233844419981648,0.9516155580018352,0.20073992013931274,0.005949440933171505,0.18595949671087417,0.21552034356775132,0.9431818181818182,1.0,0.00018939393939372982,0.3333333333333333,Stable convergence under Dirichlet non-IID partitioning.
10,0.9337121212121212,0.011827647724239434,0.904328244056209,0.9630959983680334,0.2020796239376068,0.01939437945131472,0.15389742603999196,0.25026182183522167,0.9450757575757576,1.0,-0.00037878787878788264,0.0,Stable convergence under Dirichlet non-IID partitioning.
20,0.9375,0.005681818181818232,0.9233844419981648,0.9516155580018352,0.19346451262633005,0.012949661096285543,0.1612931747799945,0.2256358504726656,0.9488636363636364,1.0,-0.0009469696969697941,0.3333333333333333,Stable convergence under Dirichlet non-IID partitioning.
