round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9204545454545454,0.30886995792388916,0.00482592499997736,5,20640,20680,5,5,0.10182842947542667,0.9743772893772894
2,0.9261363636363636,0.2612321674823761,0.006298634999893693,5,20640,20680,5,5,0.037622807547450066,0.9982142857142857
3,0.8863636363636364,0.2657197117805481,0.007121914999970613,5,20640,20680,5,5,0.04074510242789984,0.9982142857142857
4,0.9318181818181818,0.23217593133449554,0.005325710999841249,5,20640,20680,5,5,0.05112274866551161,0.9876923076923076
5,0.9318181818181818,0.2363981306552887,0.0051061740000477585,5,20640,20680,5,5,0.03646334558725357,0.9958549222797928
6,0.9090909090909091,0.22751425206661224,0.005483067999875857,5,20640,20680,5,5,0.025730134360492228,1.0
7,0.9261363636363636,0.21907563507556915,0.004785734000051889,5,20640,20680,5,5,0.023608504235744475,1.0
8,0.9261363636363636,0.2141277939081192,0.007173080000029586,5,20640,20680,5,5,0.021064497344195843,1.0
9,0.9261363636363636,0.21210362017154694,0.005131595999955607,5,20640,20680,5,5,0.019894618727266788,1.0
10,0.9318181818181818,0.2091011106967926,0.0049443430000337685,5,20640,20680,5,5,0.0323485367000103,0.9876923076923076
11,0.9318181818181818,0.20531168580055237,0.004972108999936609,5,20640,20680,5,5,0.018119924515485764,1.0
12,0.9318181818181818,0.2037925124168396,0.005036878000055367,5,20640,20680,5,5,0.0196642997674644,1.0
13,0.9318181818181818,0.20235176384449005,0.0047510080000847665,5,20640,20680,5,5,0.01603367105126381,1.0
14,0.9204545454545454,0.22119544446468353,0.007178542000019661,5,20640,20680,5,5,0.015845117811113595,1.0
15,0.9261363636363636,0.2117318958044052,0.005085844999939582,5,20640,20680,5,5,0.015247495751827956,1.0
16,0.9318181818181818,0.20914879441261292,0.0048739540000042325,5,20640,20680,5,5,0.014392952341586352,1.0
17,0.9318181818181818,0.20522989332675934,0.004848868999943079,5,20640,20680,5,5,0.014576941169798375,1.0
18,0.9204545454545454,0.2057155966758728,0.004934981000133121,5,20640,20680,5,5,0.013701741863042117,1.0
19,0.9204545454545454,0.20298580825328827,0.004937173999906008,5,20640,20680,5,5,0.013237461075186729,1.0
20,0.9261363636363636,0.20151005685329437,0.005869492000101673,5,20640,20680,5,5,0.013138330541551113,1.0
21,0.9261363636363636,0.19879718124866486,0.007777922000059334,5,20640,20680,5,5,0.012991871871054172,1.0
22,0.9261363636363636,0.19859415292739868,0.005150724000031914,5,20640,20680,5,5,0.012559394352138042,1.0
23,0.9261363636363636,0.19783011078834534,0.005079850000129227,5,20640,20680,5,5,0.012289086170494557,1.0
24,0.9261363636363636,0.1968807727098465,0.00498322599992207,5,20640,20680,5,5,0.012037863582372665,1.0
25,0.9261363636363636,0.19914184510707855,0.004748748999872987,5,20640,20680,5,5,0.011769217345863581,1.0
