round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9375,0.31686460971832275,0.0027467480000495925,5,20640,2730,5,5,0.056727916747331616,0.9963987575228112
2,0.9318181818181818,0.2803829312324524,0.002665465000063705,5,20640,2730,5,5,0.1648709937930107,0.9705882352941176
3,0.9375,0.24061988294124603,0.0025666740000360733,5,20640,2730,5,5,0.04103378467261791,0.9970588235294118
4,0.9375,0.23035964369773865,0.002988306000020202,5,20640,2730,5,5,0.029408713802695274,1.0
5,0.9375,0.21819105744361877,0.002519613999993453,5,20640,2730,5,5,0.027373406291007995,1.0
6,0.9318181818181818,0.21771587431430817,0.0025093520000609715,5,20640,2730,5,5,0.025700187496840953,1.0
7,0.9375,0.21795250475406647,0.002338719000022138,5,20640,2730,5,5,0.02389975804835558,1.0
8,0.9318181818181818,0.207231342792511,0.00232908899999984,5,20640,2730,5,5,0.022200363129377364,1.0
9,0.9375,0.20404234528541565,0.0023293859999284905,5,20640,2730,5,5,0.021083496883511542,1.0
10,0.9318181818181818,0.20533475279808044,0.0024137489999702666,5,20640,2730,5,5,0.020981745049357414,1.0
11,0.9375,0.2044358253479004,0.0024109259999249844,5,20640,2730,5,5,0.0195819940418005,1.0
12,0.9375,0.20427872240543365,0.0023466029999781313,5,20640,2730,5,5,0.018837084993720055,1.0
13,0.9318181818181818,0.20386956632137299,0.0023836159999746087,5,20640,2730,5,5,0.01830410435795784,1.0
14,0.9318181818181818,0.20844696462154388,0.0024652829999922687,5,20640,2730,5,5,0.021384218707680702,1.0
15,0.9318181818181818,0.210893914103508,0.002544571000044016,5,20640,2730,5,5,0.01787637434899807,1.0
16,0.9261363636363636,0.2079278975725174,0.0025138409999954092,5,20640,2730,5,5,0.020265678875148296,1.0
17,0.9318181818181818,0.2007783055305481,0.0026164980000658034,5,20640,2730,5,5,0.020416324958205223,1.0
18,0.9375,0.2063453644514084,0.0025402280000434985,5,20640,2730,5,5,0.01683538956567645,1.0
19,0.9318181818181818,0.20851050317287445,0.002575530999934017,5,20640,2730,5,5,0.016366204619407652,1.0
20,0.9318181818181818,0.20928673446178436,0.0027261740000312784,5,20640,2730,5,5,0.01576760085299611,1.0
21,0.9318181818181818,0.2092936933040619,0.0023170150000169087,5,20640,2730,5,5,0.015293748490512371,1.0
22,0.9204545454545454,0.20879822969436646,0.002364032000059524,5,20640,2730,5,5,0.014379258267581463,1.0
23,0.9318181818181818,0.2059633731842041,0.0023418260000198643,5,20640,2730,5,5,0.01501086661592126,1.0
24,0.9375,0.20600348711013794,0.002582096999958594,5,20640,2730,5,5,0.014351459871977567,1.0
25,0.9318181818181818,0.2126678079366684,0.0027592860000140718,5,20640,2730,5,5,0.013663001637905837,1.0
