round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9431818181818182,0.28505250811576843,0.006810717999996996,5,20640,20680,5,5,0.045912153320387006,0.9921568627450981
2,0.9318181818181818,0.2446894645690918,0.005006057000173314,5,20640,20680,5,5,0.03652935214340687,0.9941176470588236
3,0.9318181818181818,0.21813462674617767,0.0048639720000664965,5,20640,20680,5,5,0.022608963213860987,1.0
4,0.9318181818181818,0.2153674215078354,0.004753051999841773,5,20640,20680,5,5,0.027541917748749256,0.9941176470588236
5,0.9318181818181818,0.20823778212070465,0.004996405999918352,5,20640,20680,5,5,0.017952566035091877,1.0
6,0.9375,0.21183538436889648,0.004932693999990079,5,20640,20680,5,5,0.025222854036837817,1.0
7,0.9318181818181818,0.20046669244766235,0.0055779140000140615,5,20640,20680,5,5,0.015623030811548233,1.0
8,0.9318181818181818,0.19694195687770844,0.005882369999881121,5,20640,20680,5,5,0.013627547491341829,1.0
9,0.9318181818181818,0.1955573558807373,0.0049587720000090485,5,20640,20680,5,5,0.012955652736127376,1.0
10,0.9318181818181818,0.19325560331344604,0.004770014000087031,5,20640,20680,5,5,0.01326815616339445,1.0
11,0.9318181818181818,0.19327540695667267,0.004951797999865448,5,20640,20680,5,5,0.012138322833925486,1.0
12,0.9318181818181818,0.19205956161022186,0.004950898000060988,5,20640,20680,5,5,0.012327491585165263,1.0
13,0.9318181818181818,0.19120143353939056,0.004727666999997382,5,20640,20680,5,5,0.011168416123837233,1.0
14,0.9318181818181818,0.18983858823776245,0.004801601000053779,5,20640,20680,5,5,0.01149689657613635,1.0
15,0.9318181818181818,0.19281567633152008,0.00491965700007313,5,20640,20680,5,5,0.011087048985064029,1.0
16,0.9375,0.19153724610805511,0.004797403000111444,5,20640,20680,5,5,0.010571576096117497,1.0
17,0.9375,0.19370363652706146,0.00657354200006921,5,20640,20680,5,5,0.009463760629296302,1.0
18,0.9375,0.1932966113090515,0.0049339570000483945,5,20640,20680,5,5,0.009946404770016671,1.0
19,0.9375,0.19223302602767944,0.005474922000075821,5,20640,20680,5,5,0.009964422788470984,1.0
20,0.9375,0.19295774400234222,0.006811768000034135,5,20640,20680,5,5,0.008779038861393928,1.0
21,0.9375,0.19334611296653748,0.004973083000095357,5,20640,20680,5,5,0.009498248994350433,1.0
22,0.9375,0.1935311257839203,0.0048724000000675005,5,20640,20680,5,5,0.009580684453248977,1.0
23,0.9375,0.19336886703968048,0.004759873000011794,5,20640,20680,5,5,0.009405245259404182,1.0
24,0.9375,0.19460724294185638,0.0050269629998638266,5,20640,20680,5,5,0.00886986292898655,1.0
25,0.9375,0.1945512890815735,0.004809434999970108,5,20640,20680,5,5,0.009394598845392465,1.0
