round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9204545454545454,0.410936176776886,0.004357107999908294,20,82560,21200,20,20,0.022569848450328323,1.0
2,0.8636363636363636,0.48690757155418396,0.004245836999984931,20,82560,21200,20,20,0.23930060366401448,0.9707692307692308
3,0.9147727272727273,0.31131359934806824,0.004229038000062246,20,82560,21200,20,20,0.02058554465038469,1.0
4,0.9318181818181818,0.2753933072090149,0.00413527199998498,20,82560,21200,20,20,0.022753274720162153,1.0
5,0.9375,0.2580815553665161,0.004081045000020822,20,82560,21200,20,20,0.02036510147154331,1.0
6,0.9375,0.24527162313461304,0.004123936999917532,20,82560,21200,20,20,0.01981383142992854,1.0
7,0.9488636363636364,0.23461014032363892,0.004129960999989635,20,82560,21200,20,20,0.0192580112721771,1.0
8,0.9431818181818182,0.23101025819778442,0.004233939000073406,20,82560,21200,20,20,0.017961712065152825,1.0
9,0.9488636363636364,0.2248118370771408,0.004115782999974726,20,82560,21200,20,20,0.017529466119594873,1.0
10,0.9488636363636364,0.21998800337314606,0.004180636000000959,20,82560,21200,20,20,0.017826689360663294,1.0
11,0.9545454545454546,0.2165333777666092,0.004099795999991329,20,82560,21200,20,20,0.01651222058572017,1.0
12,0.9545454545454546,0.21400107443332672,0.004131088999997701,20,82560,21200,20,20,0.016402568373450777,1.0
13,0.9602272727272727,0.2120993286371231,0.004322399999978188,20,82560,21200,20,20,0.016286422734265216,1.0
14,0.9545454545454546,0.2095375955104828,0.004288041999984671,20,82560,21200,20,20,0.015077215200290085,1.0
15,0.9431818181818182,0.20966143906116486,0.004018902999973761,20,82560,21200,20,20,0.014597663632594049,1.0
16,0.9488636363636364,0.20589104294776917,0.004035232999967775,20,82560,21200,20,20,0.01379014474368887,1.0
17,0.9431818181818182,0.20176568627357483,0.004028199999993376,20,82560,21200,20,20,0.014622098603285848,1.0
18,0.9431818181818182,0.1994341015815735,0.004045783000037773,20,82560,21200,20,20,0.013929319637827575,1.0
19,0.9431818181818182,0.20072689652442932,0.004042334000018855,20,82560,21200,20,20,0.013651693880092353,1.0
20,0.9431818181818182,0.19887691736221313,0.004163908000009542,20,82560,21200,20,20,0.013624468725174666,1.0
21,0.9431818181818182,0.19804686307907104,0.004125203000057809,20,82560,21200,20,20,0.013307385914959013,1.0
22,0.9375,0.19598369300365448,0.004190078000078756,20,82560,21200,20,20,0.01283308487618342,1.0
23,0.9375,0.19515705108642578,0.004124347000015405,20,82560,21200,20,20,0.012287416844628751,1.0
24,0.9375,0.1942920684814453,0.004105567999999948,20,82560,21200,20,20,0.012269635940901935,1.0
25,0.9375,0.19515833258628845,0.004232899999919937,20,82560,21200,20,20,0.012001633318141103,1.0
