clients,mean_round_time_sec,mean_total_time_min,messages_per_round_mean,total_messages_mean,bytes_sent_mb_mean,bytes_received_mb_mean,accuracy_per_mb_mean,notes
2,0.005228072400019906,0.002197126105554364,4.0,100.0,0.19683837890625,0.1972198486328125,2.379090029041626,Stable convergence under Dirichlet non-IID partitioning.
5,0.00529161861333705,0.0022232709833335525,10.0,250.0,0.492095947265625,0.49304962158203125,0.9497135146234856,Stable convergence under Dirichlet non-IID partitioning.
10,0.00593197618664514,0.0024918018999995992,20.0,500.0,0.98419189453125,0.9860992431640625,0.4738955088151603,Stable convergence under Dirichlet non-IID partitioning.
20,0.007846130706669403,0.0032952025777768135,40.0,1000.0,1.9683837890625,1.972198486328125,0.23790900290416264,Stable convergence under Dirichlet non-IID partitioning.
