round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9204545454545454,0.41081979870796204,0.007320638000010149,20,82560,82720,20,20,0.022569848450328323,1.0
2,0.8636363636363636,0.48639991879463196,0.0072378439999738475,20,82560,82720,20,20,0.2389124598528724,0.9707692307692308
3,0.9147727272727273,0.31120577454566956,0.00808229799986293,20,82560,82720,20,20,0.020587750154663808,1.0
4,0.9318181818181818,0.27533161640167236,0.007603598000059719,20,82560,82720,20,20,0.022760547534562647,1.0
5,0.9375,0.2580089867115021,0.007322300999931031,20,82560,82720,20,20,0.020367576042190194,1.0
6,0.9375,0.2452285885810852,0.007212392999917938,20,82560,82720,20,20,0.019810813805088402,1.0
7,0.9488636363636364,0.2344786524772644,0.00809765700000753,20,82560,82720,20,20,0.01925894692540169,1.0
8,0.9488636363636364,0.23076538741588593,0.009361005000073419,20,82560,82720,20,20,0.01795696027111262,1.0
9,0.9488636363636364,0.22465354204177856,0.007305223000003025,20,82560,82720,20,20,0.01753215342760086,1.0
10,0.9488636363636364,0.21982531249523163,0.007261572999823329,20,82560,82720,20,20,0.017826061113737524,1.0
11,0.9545454545454546,0.21642032265663147,0.007339924999996583,20,82560,82720,20,20,0.01651059368159764,1.0
12,0.9545454545454546,0.21383929252624512,0.009028382999986206,20,82560,82720,20,20,0.016403774528589564,1.0
13,0.9602272727272727,0.2118736207485199,0.007344465999949534,20,82560,82720,20,20,0.0162883221230004,1.0
14,0.9545454545454546,0.2093118578195572,0.007199981999974625,20,82560,82720,20,20,0.015082176867872476,1.0
15,0.9431818181818182,0.20938435196876526,0.007205244000033417,20,82560,82720,20,20,0.014598263334482909,1.0
16,0.9431818181818182,0.2057245820760727,0.008665736000011748,20,82560,82720,20,20,0.01379279553075321,1.0
17,0.9431818181818182,0.20175069570541382,0.007346867000023849,20,82560,82720,20,20,0.014629730628803373,1.0
18,0.9431818181818182,0.19947785139083862,0.007985963999999512,20,82560,82720,20,20,0.013928838050924241,1.0
19,0.9431818181818182,0.20066867768764496,0.007495195000046806,20,82560,82720,20,20,0.01365640873555094,1.0
20,0.9431818181818182,0.19891357421875,0.00929995600017719,20,82560,82720,20,20,0.013626099575776606,1.0
21,0.9375,0.19807519018650055,0.009275238000100217,20,82560,82720,20,20,0.013306316395755857,1.0
22,0.9375,0.1959865689277649,0.007301304000066011,20,82560,82720,20,20,0.012830775941256433,1.0
23,0.9375,0.194989874958992,0.007413455999994767,20,82560,82720,20,20,0.012281004432588815,1.0
24,0.9375,0.19430385529994965,0.009582197000099768,20,82560,82720,20,20,0.012257446732837707,1.0
25,0.9375,0.19511131942272186,0.007727481999836527,20,82560,82720,20,20,0.011996220448054373,1.0
