round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.8409090909090909,0.3977552652359009,0.0045554870000614756,2,8256,8272,2,2,0.11081468127667904,0.9563492063492063
2,0.8863636363636364,0.27432534098625183,0.004525083999851631,2,8256,8272,2,2,0.04561878368258476,0.9936507936507937
3,0.9488636363636364,0.23398365080356598,0.004505508999955055,2,8256,8272,2,2,0.015440816059708595,1.0
4,0.9375,0.22635044157505035,0.004388233000099717,2,8256,8272,2,2,0.0141383265145123,1.0
5,0.9375,0.2315555065870285,0.0042250880001120095,2,8256,8272,2,2,0.010346690192818642,1.0
6,0.9375,0.2368537336587906,0.004197606000161613,2,8256,8272,2,2,0.01063723536208272,1.0
7,0.9375,0.23998691141605377,0.006028508000099464,2,8256,8272,2,2,0.010885903146117926,1.0
8,0.9375,0.23635612428188324,0.006367735000139874,2,8256,8272,2,2,0.008950499817728996,1.0
9,0.9318181818181818,0.23891735076904297,0.005690260999926977,2,8256,8272,2,2,0.008378732251003385,1.0
10,0.9318181818181818,0.2387920469045639,0.004609844000015073,2,8256,8272,2,2,0.007937017595395446,1.0
11,0.9318181818181818,0.24043355882167816,0.004298538000057306,2,8256,8272,2,2,0.008748040534555912,1.0
12,0.9318181818181818,0.24099397659301758,0.004197814000008293,2,8256,8272,2,2,0.007354055996984243,1.0
13,0.9318181818181818,0.23931685090065002,0.005571984999960478,2,8256,8272,2,2,0.0065985864493995905,1.0
14,0.9318181818181818,0.24310077726840973,0.004740418999972462,2,8256,8272,2,2,0.007627064129337668,1.0
15,0.9318181818181818,0.24224413931369781,0.004359092999948189,2,8256,8272,2,2,0.007000242825597525,1.0
16,0.9318181818181818,0.24129343032836914,0.00431013599995822,2,8256,8272,2,2,0.007503427565097809,1.0
17,0.9318181818181818,0.2411765605211258,0.00455797600011465,2,8256,8272,2,2,0.006001384695991874,1.0
18,0.9318181818181818,0.24223285913467407,0.0043166190000647475,2,8256,8272,2,2,0.007387516321614385,1.0
19,0.9318181818181818,0.24227918684482574,0.004229525000027934,2,8256,8272,2,2,0.005834444426000118,1.0
20,0.9318181818181818,0.24171796441078186,0.0048283989999617916,2,8256,8272,2,2,0.005633425433188677,1.0
21,0.9318181818181818,0.24315576255321503,0.005310242999939874,2,8256,8272,2,2,0.00635941734071821,1.0
22,0.9318181818181818,0.24399752914905548,0.004826369000056729,2,8256,8272,2,2,0.006273932638578117,1.0
23,0.9318181818181818,0.24231572449207306,0.004249928000035652,2,8256,8272,2,2,0.0060955260414630175,1.0
24,0.9318181818181818,0.24067111313343048,0.004377587000135463,2,8256,8272,2,2,0.004514604923315346,1.0
25,0.9318181818181818,0.24057359993457794,0.004403063999916412,2,8256,8272,2,2,0.007352017448283732,1.0
