round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9204545454545454,0.3159327208995819,0.002910454000016216,5,20640,2730,5,5,0.10182842947542667,0.9743772893772894
2,0.9204545454545454,0.2700488865375519,0.002664993000053073,5,20640,2730,5,5,0.03794387131929398,0.9982142857142857
3,0.8920454545454546,0.2763369381427765,0.0027164660000380536,5,20640,2730,5,5,0.04102078042924404,0.9982142857142857
4,0.9261363636363636,0.23414725065231323,0.0026978409999856012,5,20640,2730,5,5,0.04771602600812912,0.9876923076923076
5,0.9261363636363636,0.24229231476783752,0.0026706709999189115,5,20640,2730,5,5,0.03476172387599945,0.9979274611398964
6,0.9090909090909091,0.23662853240966797,0.0026063620000513765,5,20640,2730,5,5,0.02553539425134659,1.0
7,0.9090909090909091,0.22703935205936432,0.0025503250000156186,5,20640,2730,5,5,0.023309632018208504,1.0
8,0.9204545454545454,0.22464288771152496,0.002614572000084081,5,20640,2730,5,5,0.021014622785151003,1.0
9,0.9261363636363636,0.22336409986019135,0.0026613559999759673,5,20640,2730,5,5,0.019796861801296473,1.0
10,0.9318181818181818,0.21607564389705658,0.0026431430000002365,5,20640,2730,5,5,0.033669330272823574,0.9876923076923076
11,0.9261363636363636,0.21372589468955994,0.002867070999968746,5,20640,2730,5,5,0.01801159605383873,1.0
12,0.9261363636363636,0.21356509625911713,0.0027518059999920297,5,20640,2730,5,5,0.01945193875581026,1.0
13,0.9204545454545454,0.20664644241333008,0.002654417000030662,5,20640,2730,5,5,0.015803655330091714,1.0
14,0.9147727272727273,0.22864271700382233,0.0027517999999417952,5,20640,2730,5,5,0.01569490786641836,1.0
15,0.9147727272727273,0.22163096070289612,0.0026474290000351175,5,20640,2730,5,5,0.015136179141700267,1.0
16,0.9204545454545454,0.223253071308136,0.002706827999986672,5,20640,2730,5,5,0.014802352339029313,1.0
17,0.9204545454545454,0.21980686485767365,0.003002341000069464,5,20640,2730,5,5,0.014618138875812292,1.0
18,0.9204545454545454,0.2191445231437683,0.0027448479999065967,5,20640,2730,5,5,0.013688655197620391,1.0
19,0.9204545454545454,0.22065959870815277,0.0026196530000106577,5,20640,2730,5,5,0.013601815141737462,1.0
20,0.9261363636363636,0.218308225274086,0.00263363399994887,5,20640,2730,5,5,0.013701503444463015,1.0
21,0.9204545454545454,0.2152152955532074,0.0026240960000905034,5,20640,2730,5,5,0.013569173682481051,1.0
22,0.9261363636363636,0.21645832061767578,0.002656769999930475,5,20640,2730,5,5,0.012817171588540077,1.0
23,0.9318181818181818,0.2081364244222641,0.0028342290000864523,5,20640,2730,5,5,0.012660602573305368,1.0
24,0.9261363636363636,0.2074577659368515,0.002661418999991838,5,20640,2730,5,5,0.012447767797857523,1.0
25,0.9261363636363636,0.21437068283557892,0.0026321270000835284,5,20640,2730,5,5,0.012229564320296048,1.0
