round,global_accuracy,global_loss,round_duration_s,participating_clients,bytes_sent,bytes_received,messages_sent,messages_received,mean_local_loss,mean_local_accuracy
1,0.9375,0.28862524032592773,0.002769272000023193,5,20640,2730,5,5,0.045912153320387006,0.9921568627450981
2,0.9318181818181818,0.2477317750453949,0.00265655800001241,5,20640,2730,5,5,0.03699932023882866,0.9941176470588236
3,0.9375,0.21632088720798492,0.0026194350000423583,5,20640,2730,5,5,0.022659323737025262,1.0
4,0.9375,0.21418790519237518,0.0030341249999992215,5,20640,2730,5,5,0.026946388371288776,0.9941176470588236
5,0.9375,0.20194996893405914,0.0026962940000885283,5,20640,2730,5,5,0.017857211641967297,1.0
6,0.9375,0.20516976714134216,0.002719245999969644,5,20640,2730,5,5,0.024242873024195432,1.0
7,0.9261363636363636,0.1925274282693863,0.0027260829999704583,5,20640,2730,5,5,0.01539483480155468,1.0
8,0.9318181818181818,0.18623663485050201,0.002662118999978702,5,20640,2730,5,5,0.013884873501956463,1.0
9,0.9261363636363636,0.185872882604599,0.0026708050000934236,5,20640,2730,5,5,0.012978515774011611,1.0
10,0.9261363636363636,0.18704266846179962,0.002626093999992918,5,20640,2730,5,5,0.013482250459492206,1.0
11,0.9318181818181818,0.176151305437088,0.0026526819999617146,5,20640,2730,5,5,0.012289447244256735,1.0
12,0.9318181818181818,0.1822461634874344,0.0028009379999502926,5,20640,2730,5,5,0.012169416062533855,1.0
13,0.9375,0.18569380044937134,0.002653082999927392,5,20640,2730,5,5,0.011020464915782213,1.0
14,0.9375,0.18822576105594635,0.002755258999968646,5,20640,2730,5,5,0.01154045555740595,1.0
15,0.9261363636363636,0.19941997528076172,0.002664654000000155,5,20640,2730,5,5,0.0109976957552135,1.0
16,0.9318181818181818,0.2024129033088684,0.0026313449999406657,5,20640,2730,5,5,0.010689997393637896,1.0
17,0.9431818181818182,0.1912829875946045,0.0028589790000523863,5,20640,2730,5,5,0.009604694973677396,1.0
18,0.9431818181818182,0.19209042191505432,0.002653730000020005,5,20640,2730,5,5,0.01009602015838027,1.0
19,0.9431818181818182,0.19101601839065552,0.0026577819999147323,5,20640,2730,5,5,0.009947973024100065,1.0
20,0.9488636363636364,0.19697794318199158,0.0026906759999292262,5,20640,2730,5,5,0.008886509481817484,1.0
21,0.9431818181818182,0.19411329925060272,0.0026297860000568107,5,20640,2730,5,5,0.009920855425298214,1.0
22,0.9431818181818182,0.2040097713470459,0.002667198999915854,5,20640,2730,5,5,0.009664117358624935,1.0
23,0.9431818181818182,0.19856543838977814,0.003027372000019568,5,20640,2730,5,5,0.009552709013223647,1.0
24,0.9431818181818182,0.20355230569839478,0.002685360999976183,5,20640,2730,5,5,0.008775217551738023,1.0
25,0.9431818181818182,0.20522776246070862,0.0026672820000612774,5,20640,2730,5,5,0.009159542433917523,1.0
